-9.667513892054557800e-03,-5.801205988973379135e-03,1.332301087677478790e-02,8.550143241882324219e-02,2.099249325692653656e-02,1.844348153099417686e-03
6.712346803396940231e-03,-1.039742119610309601e-02,-1.230672560632228851e-02,4.878655448555946350e-02,6.292013823986053467e-02,2.032927609980106354e-02
1.495473459362983704e-02,6.290049292147159576e-03,6.434952374547719955e-03,9.458880126476287842e-02,8.001439273357391357e-02,3.051048517227172852e-02
-2.290366217494010925e-03,1.672353036701679230e-02,-4.437922500073909760e-03,9.035943448543548584e-02,7.789605855941772461e-02,1.997458003461360931e-02
7.467889692634344101e-03,-4.630058072507381439e-03,1.508013904094696045e-02,1.333247590810060501e-02,7.497830688953399658e-02,1.606265082955360413e-02
1.677864231169223785e-02,-1.889933715574443340e-03,-4.418453201651573181e-03,1.226490270346403122e-02,1.266062539070844650e-02,2.524490281939506531e-02
2.300541847944259644e-03,-1.721997745335102081e-02,-1.672509242780506611e-03,6.459822505712509155e-02,9.554712474346160889e-02,9.851072728633880615e-02
1.526606548577547073e-02,-8.187877014279365540e-03,-2.126816892996430397e-03,4.756616428494453430e-02,3.491478972136974335e-03,3.650712594389915466e-02
-1.065874751657247543e-02,-1.199019048362970352e-02,-6.873413920402526855e-03,8.287951350212097168e-02,1.735647208988666534e-02,8.967089653015136719e-02
-2.548284595832228661e-03,1.420766487717628479e-02,-9.811520576477050781e-03,3.366918489336967468e-02,6.788531690835952759e-02,7.838587276637554169e-03
-1.195042673498392105e-02,-1.832057372666895390e-03,1.258762367069721222e-02,7.825775444507598877e-02,7.868121564388275146e-02,2.275518886744976044e-02
1.344691845588386059e-03,1.706178300082683563e-02,-3.421223722398281097e-03,4.705481231212615967e-02,9.285804629325866699e-02,2.471401728689670563e-02
-9.410213679075241089e-03,1.377489604055881500e-02,5.130057688802480698e-03,6.367666274309158325e-02,2.451913245022296906e-02,4.272351786494255066e-02
-1.225000992417335510e-02,-1.228102482855319977e-02,-1.931606675498187542e-03,5.919503048062324524e-02,3.429891914129257202e-02,9.571927040815353394e-02
2.011995966313406825e-04,1.864602556452155113e-03,1.735223829746246338e-02,5.182299390435218811e-02,4.049335140734910965e-03,9.919288009405136108e-02
-1.314005069434642792e-02,2.247492549940943718e-03,-1.126522291451692581e-02,9.223254770040512085e-02,7.179126888513565063e-02,6.583250313997268677e-02
1.001305319368839264e-02,-1.058758795261383057e-02,-9.605165570974349976e-03,1.384979020804166794e-02,9.648165106773376465e-02,1.804202981293201447e-02
-1.534640230238437653e-02,8.257167413830757141e-03,9.615191956982016563e-04,2.638476900756359100e-02,4.102456569671630859e-02,2.415299043059349060e-02
1.023653894662857056e-02,1.267540641129016876e-02,-6.258174311369657516e-03,5.867620557546615601e-02,4.406228661537170410e-02,4.227467998862266541e-02
-1.195618882775306702e-02,1.882967189885675907e-03,-1.257463451474905014e-02,8.078493177890777588e-02,5.192660167813301086e-02,3.819090873003005981e-02
-1.549841556698083878e-02,1.540236757136881351e-03,7.876812480390071869e-03,3.400127217173576355e-02,6.232741475105285645e-02,7.532653212547302246e-02
1.140884216874837875e-02,1.316542178392410278e-02,-1.061770948581397533e-03,6.070726737380027771e-02,6.526584923267364502e-02,1.823438145220279694e-02
1.129383873194456100e-02,1.432451186701655388e-03,-1.322931144386529922e-02,5.188484862446784973e-02,7.766634970903396606e-02,1.728154532611370087e-02
8.191789500415325165e-03,1.167988684028387070e-02,-1.005446352064609528e-02,3.879083693027496338e-02,4.697524011135101318e-02,7.891941070556640625e-02
-1.086729392409324646e-02,1.355878543108701706e-02,-1.636666478589177132e-03,5.393030866980552673e-02,3.374957293272018433e-02,7.119712233543395996e-02
-1.459403801709413528e-02,-6.571299396455287933e-03,6.960568483918905258e-03,8.466797322034835815e-02,4.481592029333114624e-02,4.821665585041046143e-02
8.467492647469043732e-03,-2.205692930147051811e-03,-1.510145422071218491e-02,5.951293557882308960e-02,8.180090785026550293e-02,1.553906407207250595e-02
